run,game,llm,llm_color,result,move_number,color,move,actor,kind,first_violation_in_game,repeats_positions_after_moves,captured_stones,suicide_stones,log,line
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,114,W,F9,llm,simple_ko,False,[112],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,118,W,F9,llm,simple_ko,False,[116],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,122,W,F9,llm,simple_ko,False,[120],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,8,gpt5.6-sol-max-codex-workspace,W,W+10.0,126,W,F9,llm,simple_ko,False,[124],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,8
arena_20260826_185411_172712_18e992e8,11,gpt5.6-sol-max-codex-workspace,B,W+10.0,51,B,A7,llm,simple_ko,True,[49],1,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,11
arena_20260826_185411_172712_18e992e8,13,gpt5.6-sol-max-codex-workspace,B,W+88.0,153,B,C4,llm,other_positional_superko,True,[150],0,0,log/arena_20260826_185411_172712_18e992e8/llm_games.jsonl,13
arena_20260827_024210_866072_76061f5a,1,gpt5.6-sol-high-prime-isolated,B,B+R,35,B,G6,llm,simple_ko,True,[33],1,0,log/arena_20260827_024210_866072_76061f5a/llm_games.jsonl,1
arena_20260827_054505_007832_dbf67ee8,5,gpt5.6-sol-low-codex-multi,B,B+4.0,63,B,J5,llm,simple_ko,True,[61],1,0,log/arena_20260827_054505_007832_dbf67ee8/llm_games.jsonl,5
arena_20260827_231719_610088_eb49a7a4,8,gpt5.6-sol-max-codex-workspace-continual,W,B+6.0,22,W,G5,llm,simple_ko,True,[20],1,0,log/arena_20260827_231719_610088_eb49a7a4/llm_games.jsonl,8
arena_20260827_231719_610088_eb49a7a4,8,gpt5.6-sol-max-codex-workspace-continual,W,B+6.0,26,W,G5,llm,simple_ko,False,[24],1,0,log/arena_20260827_231719_610088_eb49a7a4/llm_games.jsonl,8
arena_20260827_231719_610088_eb49a7a4,8,gpt5.6-sol-max-codex-workspace-continual,W,B+6.0,80,W,A8,llm,simple_ko,False,[78],1,0,log/arena_20260827_231719_610088_eb49a7a4/llm_games.jsonl,8
arena_20260827_231719_610088_eb49a7a4,9,gpt5.6-sol-max-codex-workspace-continual,B,W+88.0,155,B,E4,llm,other_positional_superko,True,[152],0,0,log/arena_20260827_231719_610088_eb49a7a4/llm_games.jsonl,9
arena_20260829_055421_573962_ed29283d,2,gpt5.6-sol-high-codex-workspace-continual2,W,B+26.0,76,W,A2,llm,other_positional_superko,True,[73],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,6
arena_20260829_055421_573962_ed29283d,17,gpt5.6-sol-low-codex-workspace-continual2,B,W+6.0,45,B,E9,llm,other_positional_superko,True,[42],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,15
arena_20260829_055421_573962_ed29283d,17,gpt5.6-sol-low-codex-workspace-continual2,B,W+6.0,93,B,E9,llm,simple_ko,False,[91],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,15
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,48,W,B8,llm,simple_ko,True,[46],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,78,W,E1,llm,simple_ko,False,[76],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,82,W,E1,llm,simple_ko,False,"[79, 80]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,86,W,E1,llm,simple_ko,False,"[83, 84]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,90,W,E1,llm,simple_ko,False,"[87, 88]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,94,W,E1,llm,simple_ko,False,"[91, 92]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,98,W,E1,llm,simple_ko,False,"[95, 96]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,102,W,E1,llm,simple_ko,False,"[99, 100]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,106,W,E1,llm,simple_ko,False,[104],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,110,W,E1,llm,simple_ko,False,"[107, 108]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,114,W,E1,llm,simple_ko,False,"[111, 112]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,118,W,E1,llm,simple_ko,False,"[115, 116]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,122,W,E1,llm,simple_ko,False,[120],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,126,W,E1,llm,simple_ko,False,"[123, 124]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,130,W,E1,llm,simple_ko,False,"[127, 128]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,134,W,E1,llm,simple_ko,False,"[131, 132]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,138,W,E1,llm,simple_ko,False,"[135, 136]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,142,W,E1,llm,simple_ko,False,"[139, 140]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,146,W,E1,llm,simple_ko,False,"[143, 144]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,20,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,150,W,E1,llm,simple_ko,False,"[147, 148]",1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,20
arena_20260829_055421_573962_ed29283d,22,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,16,W,G4,llm,simple_ko,True,[14],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,22
arena_20260829_055421_573962_ed29283d,22,gpt5.6-sol-high-codex-workspace-continual2,W,W+R,20,W,G4,llm,simple_ko,False,[18],1,0,log/arena_20260829_055421_573962_ed29283d/llm_games.jsonl,22
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,141,B,A8,llm,simple_ko,True,[139],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,145,B,A8,llm,simple_ko,False,"[142, 143]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,149,B,A8,llm,simple_ko,False,"[146, 147]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,153,B,A8,llm,simple_ko,False,"[150, 151]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,157,B,A8,llm,simple_ko,False,"[154, 155]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,161,B,A8,llm,simple_ko,False,"[158, 159]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,165,B,A8,llm,simple_ko,False,"[162, 163]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,169,B,A8,llm,simple_ko,False,"[166, 167]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,173,B,A8,llm,simple_ko,False,"[170, 171]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,5,gpt5.6-sol-high-codex-workspace-continual3,B,B+16.0,177,B,A8,llm,simple_ko,False,"[174, 175]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,5
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,65,B,E9,llm,simple_ko,True,[63],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,75,B,E9,llm,simple_ko,False,[73],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,79,B,E9,llm,simple_ko,False,[77],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,83,B,E9,llm,simple_ko,False,[81],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,87,B,E9,llm,simple_ko,False,[85],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,91,B,E9,llm,simple_ko,False,[89],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,97,B,E9,llm,simple_ko,False,[95],1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,101,B,E9,llm,simple_ko,False,"[98, 99]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,105,B,E9,llm,simple_ko,False,"[102, 103]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,109,B,E9,llm,simple_ko,False,"[106, 107]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,113,B,E9,llm,simple_ko,False,"[110, 111]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
arena_20260829_075436_193500_7bf0a61a,7,gpt5.6-sol-high-codex-workspace-continual3,B,W+12.0,117,B,E9,llm,simple_ko,False,"[114, 115]",1,0,log/arena_20260829_075436_193500_7bf0a61a/llm_games.jsonl,7
